#,Nombre,Posicion,Edad,PJ Sel,Club,year,Seleccion,id
18,silvestre varela,DEL,               ,               ,porto,2014,POR,1424
11,simão,DEL,30,80,atletico de madrid,2010,POR,1425
19,tiago,MED,29,50,atletico de madrid,2010,POR,1426
10,vieirinha,DEL,               ,               ,wolfsburgo,2014,POR,1427
6,william carvalho,CEN,               ,               ,sporting de lisboa,2014,POR,1428
14,william carvalho,MED,26,43,sporting de lisboa,2018,POR,1428
9,alan dzagoyev,MED,27,57,cska moscu,2018,RUS,1429
17,aleksandr golovin,MED,22,19,cska moscu,2018,RUS,1430
19,aleksandr samedov,MED,33,48,spartak de moscu,2018,RUS,1431
21,aleksandr yerojin,MED,28,17,zenit de san petersburgo,2018,RUS,1432
15,aleksei miranchuk,MED,22,18,lokomotiv moscu,2018,RUS,1433
12,andrei lunev,POR,26,3,zenit de san petersburgo,2018,RUS,1434
5,andrei semionov,DEF,29,6,ajmat grozni,2018,RUS,1435
16,anton miranchuk,MED,22,6,lokomotiv moscu,2018,RUS,1436
22,artiom dziuba,DEL,29,23,arsenal tula,2018,RUS,1437
7,daler kuziayev,MED,25,6,zenit de san petersburgo,2018,RUS,1438
6,denis cheryshev,MED,27,11,villarreal,2018,RUS,1439
13,fiodor kudriashov,DEF,31,19,rubin kazan,2018,RUS,1440
1,igor akinfeyev,POR,32,106,cska moscu,2018,RUS,1441
23,igor smolnikov,DEF,29,27,zenit de san petersburgo,2018,RUS,1442
3,ilia kutepov,DEF,24,7,spartak de moscu,2018,RUS,1443
2,mario fernandes,DEF,27,5,cska moscu,2018,RUS,1444
10,ramiro lopez,DEL,28,32,krasnodar,2018,RUS,1445
11,roman zobnin,MED,24,12,spartak de moscu,2018,RUS,1446
4,serguei ignashevich,DEF,38,122,cska moscu,2018,RUS,1447
24,stanislav cherchesov,DT,               ,               ,,2018,RUS,1448
20,vladimir gabulov,POR,34,10,club brujas,2018,RUS,1449
14,vladimir granat,DEF,31,12,rubin kazan,2018,RUS,1450
8,yuri gazinski,MED,28,6,krasnodar,2018,RUS,1451
18,yuri zhirkov,DEF,34,84,zenit de san petersburgo,2018,RUS,1452
1,abdoulaye diallo,POR,26,17,rennes,2018,SEN,1453
23,alfred gomis,POR,24,1,spal ferrara,2018,SEN,1454
13,alfred n'diaye,MED,28,20,wolverhampton wanderers,2018,SEN,1455
24,aliou cisse,DT,               ,               ,,2018,SEN,1456
17,badou ndiaye,MED,27,19,stoke city,2018,SEN,1457
11,cheikh n'doye,MED,32,25,birmingham city,2018,SEN,1458
8,cheikhou kouyate,MED,28,47,west ham united,2018,SEN,1459
15,diafra sakho,DEL,28,11,rennes,2018,SEN,1460
5,idrissa gueye,MED,28,60,everton,2018,SEN,1461
18,ismaila sarr,DEL,20,15,rennes,2018,SEN,1462
3,kalidou koulibaly,DEF,26,25,ssc napoli,2018,SEN,1463
4,kara mbodji,DEF,28,52,rsc anderlecht,2018,SEN,1464
20,keita balde,DEL,23,18,as monaco,2018,SEN,1465
16,khadim n'diaye,POR,33,25,horoya conakry,2018,SEN,1466
21,lamine gassama,DEF,28,36,alanyaspor,2018,SEN,1467
19,m'baye niang,DEL,23,6,torino,2018,SEN,1468
9,mame biram diouf,DEL,30,48,stoke city,2018,SEN,1469
14,moussa konate,DEL,25,27,amiens,2018,SEN,1470
7,moussa sow,DEL,32,51,bursaspor,2018,SEN,1471
22,moussa wague,DEF,19,9,kas eupen,2018,SEN,1472
10,sadio mane,DEL,26,52,liverpool,2018,SEN,1473
6,salif sane,MED,27,21,hannover 96,2018,SEN,1474
2,saliou ciss,DEF,28,18,valenciennes,2018,SEN,1475
12,youssouf sabaly,DEF,25,4,bordeaux,2018,SEN,1476
23,dušan kuciak,POR,25,3,fc vaslui,2010,SLK,1477
12,dušan perniš,POR,25,3,dundee united football club,2010,SLK,1478
18,erik jendrišek,DEL,24,24,fc schalke 04,2010,SLK,1479
13,filip hološko,DEL,26,38,estambul başakşehir fk,2010,SLK,1480
8,jan kozak,MED,30,24,fc timişoara,2010,SLK,1481
1,jan mucha,POR,27,15,legia de varsovia,2010,SLK,1482
16,jan ďurica,DEF,28,38,fc lokomotiv moscu,2010,SLK,1483
19,juraj kucka,MED,23,6,athletic club sparta praga,2010,SLK,1484
20,kamil kopunek,MED,26,9,spartak trnava,2010,SLK,1485
21,kornel salata,DEF,25,4,slovan bratislava,2010,SLK,1486
17,marek hamšik,MED,22,32,napoli,2010,SLK,1487
10,marek sapara,MED,27,25,galatasaray,2010,SLK,1488
4,marek čech,DEF,27,40,west bromwich albion,2010,SLK,1489
14,martin jakubko,DEL,30,24,fc saturn ramenskoye,2010,SLK,1490
22,martin petraš,DEF,30,38,ac cesena,2010,SLK,1491
3,martin škrtel,DEF,25,39,liverpool fc,2010,SLK,1492
15,miroslav stoch,MED,20,12,fc twente,2010,SLK,1493
2,peter pekarik,DEF,23,21,vfl wolfsburgo,2010,SLK,1494
5,radoslav zabavnik,DEF,29,44,1. fsv maguncia 05,2010,SLK,1495
11,robert vittek,DEL,28,70,lille osc,2010,SLK,1496
9,stanislav šestak,DEL,27,33,ankaragucu,2010,SLK,1497
7,vladimir weiss,MED,20,9,manchester united,2010,SLK,1498
24,vladimir weiss,DT,               ,               ,,,SLK,1498
6,zdeno štrba,MED,34,21,xanthi athlitikos omilos,2010,SLK,1499
18,aleksandar radosavljevič,MED,31,15,ae larisa,2010,SLN,1500
16,aleksander šeliga,POR,30,1,sparta rotterdam,2010,SLN,1501
17,andraž kirm,MED,25,26,wisla cracovia,2010,SLN,1502
20,andrej komac,MED,30,41,maccabi tel aviv,2010,SLN,1503
13,bojan jokić,DEF,24,34,chievo verona,2010,SLN,1504
5,boštjan cesar,DEF,27,42,grenoble foot 38,2010,SLN,1505
6,branko ilič,DEF,27,37,fc moscu,2010,SLN,1506
21,dalibor stevanovič,MED,25,15,sbv vitesse,2010,SLN,1507
3,elvedin džinič,DEF,24,0,nk maribor,2010,SLN,1508
12,jasmin handanovič,POR,32,3,ac mantova,2010,SLN,1509
4,marko šuler,DEF,27,17,gent,2010,SLN,1510
22,matej mavrič,DEF,31,32,tus koblenz,2010,SLN,1511
24,matjaž kek,DT,               ,               ,,,SLN,1512
11,milivoje novakovič,DEL,31,38,koln,2010,SLN,1513
2,mišo brečko,DEF,26,31,koln,2010,SLN,1514
7,nejc pečnik,DEL,24,8,nacional madeira,2010,SLN,1515
15,rene krhin,MED,20,4,inter de milan,2010,SLN,1516
8,robert koren,MED,29,46,west bromwich albion,2010,SLN,1517
1,samir handanovič,POR,25,39,udinese,2010,SLN,1518
19,suad filekovič,DEF,31,13,nk maribor,2010,SLN,1519
23,tim matavž,DEL,21,0,fc groningen,2010,SLN,1520
10,valter birsa,MED,23,34,aj auxerre,2010,SLN,1521
9,zlatan ljubijankič,DEL,26,17,gent,2010,SLN,1522
14,zlatko dedič,DEL,25,24,bochum,2010,SLN,1523
4,aaron mokoena,DEF,29,101,portsmouth,2010,SOA,1524
10,alan dzagoyev,CEN,               ,               ,cska moscu,2014,SOA,1525
11,aleksandr kerzhakov,DEL,               ,               ,zenit san petersburgo,2014,SOA,1526
9,aleksandr kokorin,DEL,               ,               ,dinamo moscu,2014,SOA,1527
19,aleksandr samedov,DEL,               ,               ,lokomotiv moscu,2014,SOA,1528
21,aleksei ionov,DEL,               ,               ,dinamo moscu,2014,SOA,1529
2,aleksei kozlov,DEF,               ,               ,dinamo moscu,2014,SOA,1530
5,andrei semionov,DEF,               ,               ,terek grozny,2014,SOA,1531
22,andrei yeschenko,DEF,               ,               ,anzhi makhachkala,2014,SOA,1532
5,anele ngcongca,DEF,22,5,genk,2010,SOA,1533
17,bernard parker,DEL,24,28,twente,2010,SOA,1534
20,bongani khumalo,DEF,23,14,supersport united,2010,SOA,1535
24,carlos alberto parreira,DT,               ,               ,,2010,SOA,1536
8,denis glushakov,CEN,               ,               ,spartak moscu,2014,SOA,1537
23,dmitri kombarov,DEF,               ,               ,spartak moscu,2014,SOA,1538
24,fabio capello,DT,               ,               ,,2014,SOA,1539
3,gueorgui schennikov,DEF,               ,               ,cska moscu,2014,SOA,1540
1,igor akinfeyev,POR,               ,               ,cska moscu,2014,SOA,1541
7,igor denisov,CEN,               ,               ,dinamo moscu,2014,SOA,1542
16,itumeleng khune,POR,22,27,kaizer chiefs,2010,SOA,1543
13,kagiso dikgacoi,MED,25,37,fulham,2010,SOA,1544
9,katlego mphela,DEL,25,30,mamelodi sundowns,2010,SOA,1545
7,lance davids,MED,25,22,ajax cape town,2010,SOA,1546
15,lucas thwala,DEF,28,24,orlando pirates,2010,SOA,1547
6,macbeth sibaya,MED,32,58,rubin kazan,2010,SOA,1548
6,maksim kaninnikov,DEL,               ,               ,amkar perm,2014,SOA,1549
14,matthew booth,DEF,33,27,mamelodi sundowns,2010,SOA,1550
1,moneeb josephs,POR,30,17,orlando pirates,2010,SOA,1551
17,oleg shatov,CEN,               ,               ,zenit san petersburgo,2014,SOA,1552
15,pavel moguilevets1,CEN,               ,               ,rubin kazan,2014,SOA,1553
12,reneilwe letsholonyane,MED,28,13,kaizer chiefs,2010,SOA,1554
4,serguei ignashevich,DEF,               ,               ,cska moscu,2014,SOA,1555
16,serguei ryzhikov,POR,               ,               ,rubin kazan,2014,SOA,1556
22,shu-aib walters,POR,28,               ,maritzburg united,2010,SOA,1557
2,siboniso gaxa,DEF,26,37,mamelodi sundowns,2010,SOA,1558
8,siphiwe tshabalala,MED,25,49,kaizer chiefs,2010,SOA,1559
18,siyabonga nomvethe,DEL,32,76,moroka swallows,2010,SOA,1560
21,siyabonga sangweni,DEF,28,8,golden arrows,2010,SOA,1561
10,steven pienaar,MED,28,50,everton,2010,SOA,1562
19,surprise moriri,MED,30,34,mamelodi sundowns,2010,SOA,1563
11,teko modise,MED,27,52,orlando pirates,2010,SOA,1564
23,thanduyise khuboni,MED,24,9,golden arrows,2010,SOA,1565
3,tsepo masilela,DEF,25,30,maccabi haifa,2010,SOA,1566
14,vasili berezutski,DEL,               ,               ,guangzhou,2014,SOA,1567
20,viktor faizulin,CEN,               ,               ,zenit san petersburgo,2014,SOA,1568
13,vladimir granat,DEF,               ,               ,dinamo moscu,2014,SOA,1569
12,yuri lodyguin,POR,               ,               ,zenit san petersburgo,2014,SOA,1570
18,yuri zhirkov,CEN,               ,               ,dinamo moscu,2014,SOA,1571
9,ahn jung-hwan,DEL,34,71,dalian shide,2010,SOK,1572
22,cha du-ri,DEF,29,47,sc freiburgo,2010,SOK,1573
23,cho hyun-woo,POR,26,6,daegu fc,2018,SOK,1574
4,cho yong-hyung,DEF,26,32,jeju united fc,2010,SOK,1575
22,go yo-han,DEF,30,20,fc seoul,2018,SOK,1576
8,ha dae-sung,CEN,29,               ,beijing guoan,2014,SOK,1577
14,han kook-young,CEN,24,               ,kashiwa reysol,2014,SOK,1578
14,hong chul,DEF,27,14,sangju sangmu,2018,SOK,1579
20,hong jeong-ho,DEF,24,               ,augsburgo,2014,SOK,1580
24,hong myung-bo,DT,               ,               ,,2014,SOK,1581
24,huh jung-moo,DT,               ,               ,,2010,SOK,1582
11,hwang hee-chan,DEL,22,14,red bull salzburg,2018,SOK,1583
6,hwang seok-ho,DEF,24,               ,sanfrecce hiroshima,2014,SOK,1584
20,jang hyun-soo,DEF,26,51,fc tokyo,2018,SOK,1585
19,ji dong-won,CEN,23,               ,augsburgo,2014,SOK,1586
8,ju se-jong,MED,27,11,ansan mugunghwa,2018,SOK,1587
3,jung seung-hyun,DEF,24,6,sagan tosu,2018,SOK,1588
18,jung sung-ryong,POR,25,16,seongnam ilhwa chunma,2010,SOK,1589
1,jung sung-ryong,POR,29,               ,suwon bluewings,2014,SOK,1589
15,jung woo-young,MED,28,30,vissel kobe,2018,SOK,1590
23,kang min-soo,DEF,24,31,suwon bluewings,2010,SOK,1591
16,ki sung-yueng,MED,21,22,celtic fc,2010,SOK,1592
16,ki sung-yueng,MED,29,102,swansea city,2018,SOK,1592
16,ki sung-yueng,CEN,25,               ,sunderland,2014,SOK,1592
6,kim bo-kyung,MED,20,6,oita trinita,2010,SOK,1593
7,kim bo-kyung,CEN,24,               ,cardiff city,2014,SOK,1593
2,kim chang-soo,DEF,28,               ,kashiwa reysol,2014,SOK,1594
15,kim dong-jin,DEF,28,61,ulsan hyundai,2010,SOK,1595
3,kim hyung-il,DEF,26,2,pohang steelers,2010,SOK,1596
13,kim jae-sung,MED,26,8,pohang steelers,2010,SOK,1597
21,kim jin-hyeon,POR,30,15,cerezo osaka,2018,SOK,1598
8,kim jung-woo,MED,28,57,gwangju sangmu fc,2010,SOK,1599
12,kim min-woo,DEF,28,20,sangju sangmu,2018,SOK,1600
5,kim nam-il,MED,33,93,fc tom tomsk,2010,SOK,1601
1,kim seung-gyu,POR,27,33,vissel kobe,2018,SOK,1602
21,kim seung-gyu,POR,23,               ,ulsan hyundai,2014,SOK,1602
9,kim shin-wook,DEL,30,50,jeonbuk hyundai motors,2018,SOK,1603
18,kim shin-wook,DEL,26,               ,ulsan hyundai,2014,SOK,1603
19,kim young-gwon,DEF,28,53,guangzhou evergrande,2018,SOK,1604
5,kim young-gwon,DEF,24,               ,guangzhou evergrande,2014,SOK,1604
21,kim young-kwang,POR,26,14,ulsan hyundai,2010,SOK,1605
13,koo ja-cheol,MED,29,68,fc augsburg,2018,SOK,1606
13,koo ja-cheol,DEL,25,               ,maguncia 05,2014,SOK,1606
4,kwak tae-hwi,DEF,32,               ,al-hilal,2014,SOK,1607
23,lee bum-young,POR,25,               ,busan i'park,2014,SOK,1608
17,lee chung-yong,MED,21,24,bolton wanderers fc,2010,SOK,1609
17,lee chung-yong,CEN,25,               ,bolton wanderers,2014,SOK,1609
20,lee dong-gook,DEL,31,83,jeonbuk motors,2010,SOK,1610
17,lee jae-sung,MED,25,35,jeonbuk hyundai motors,2018,SOK,1611
14,lee jung-soo,DEF,30,25,kashima antlers,2010,SOK,1612
11,lee keun-ho,DEL,29,               ,sangju sangmu,2014,SOK,1613
10,lee seung-woo,MED,20,4,hellas verona,2018,SOK,1614
11,lee seung-yeoul,DEL,21,8,fc seoul,2010,SOK,1615
1,lee woon-jae,POR,37,130,suwon bluewings,2010,SOK,1616
2,lee yong,DEF,31,28,jeonbuk hyundai motors,2018,SOK,1617
12,lee yong,DEF,27,               ,ulsan hyundai,2014,SOK,1617
12,lee young-pyo,DEF,33,113,al hilal,2010,SOK,1618
18,moon seon-min,MED,26,3,incheon united,2018,SOK,1619
4,oh ban-suk,DEF,30,2,jeju united,2018,SOK,1620
2,oh beom-seok,DEF,25,38,ulsan hyundai,2010,SOK,1621
10,park chu-young,DEL,24,41,as monaco,2010,SOK,1622
10,park chu-young,DEL,28,               ,watford,2014,SOK,1622
7,park ji-sung,MED,29,88,manchester united,2010,SOK,1623
15,park jong-woo,CEN,25,               ,guangzhou r&f,2014,SOK,1624
6,park joo-ho,DEF,31,36,ulsan hyundai,2018,SOK,1625
22,park joo-ho,DEF,27,               ,1. fsv maguncia 05,2014,SOK,1625
24,shin tae-yong,DT,               ,               ,,2018,SOK,1626
7,son heung-min,DEL,25,67,tottenham hotspur,2018,SOK,1627
9,son heung-min,CEN,21,               ,bayer leverkusen,2014,SOK,1627
19,yeom ki-hun,MED,27,35,suwon bluewings,2010,SOK,1628
3,yun suk-young,DEF,24,               ,queens park rangers,2014,SOK,1629
5,yun young-sun,DEF,29,6,seongnam fc,2018,SOK,1630
17,alvaro arbeloa,DEF,27,13,real madrid,2010,SPA,1631
12,alvaro odriozola,DEF,22,4,real sociedad,2018,SPA,1632
6,andres iniesta,MED,32,127,barcelona,2018,SPA,1633
6,andres iniesta,MED,26,40,barcelona,2010,SPA,1633
6,andres iniesta,CEN,30,97,barcelona,2014,SPA,1633
5,carles puyol,DEF,32,81,barcelona,2010,SPA,1634
4,carlos marchena,DEF,30,56,valencia,2010,SPA,1635
14,cesar azpilicueta,DEF,28,22,chelsea,2018,SPA,1636
22,cesar azpilicueta,DEF,24,6,chelsea,2014,SPA,1636
10,cesc fàbregas,MED,23,48,arsenal,2010,SPA,1637
10,cesc fàbregas,CEN,27,89,barcelona,2014,SPA,1637
2,dani carvajal,DEF,26,15,real madrid,2018,SPA,1638
1,david de gea,POR,27,29,manchester united,2018,SPA,1639
12,david de gea,POR,23,1,manchester united,2014,SPA,1639
21,david silva,DEL,32,121,manchester city,2018,SPA,1640
21,david silva,MED,24,33,valencia,2010,SPA,1640
21,david silva,CEN,28,80,manchester city,2014,SPA,1640
7,david villa,DEL,28,55,valencia,2010,SPA,1641
7,david villa,DEL,32,96,atletico de madrid,2014,SPA,1641
19,diego costa,DEL,29,20,atletico de madrid,2018,SPA,1642
19,diego costa,DEL,25,2,atletico de madrid,2014,SPA,1642
24,fernando hierro,DT,               ,               ,,2018,SPA,1643
19,fernando llorente,DEL,25,5,athletic club,2010,SPA,1644
9,fernando torres,DEL,26,72,liverpool,2010,SPA,1645
9,fernando torres,DEL,30,107,chelsea,2014,SPA,1645
3,gerard pique,DEF,31,98,barcelona,2018,SPA,1646
3,gerard pique,DEF,23,14,barcelona,2010,SPA,1646
3,gerard pique,DEF,27,60,barcelona,2014,SPA,1646
17,iago aspas,DEL,30,10,celta vigo,2018,SPA,1647
1,iker casillas,POR,29,102,real madrid,2010,SPA,1648
1,iker casillas,POR,33,154,real madrid,2014,SPA,1648
22,isco,MED,26,28,real madrid,2018,SPA,1649
20,javi martinez,MED,21,1,athletic club,2010,SPA,1650
4,javi martinez,DEF,25,17,bayern de munich,2014,SPA,1650
22,jesus navas,DEL,24,3,sevilla,2010,SPA,1651
11,joan capdevila,DEF,32,42,villarreal,2010,SPA,1652
18,jordi alba,DEF,29,62,barcelona,2018,SPA,1653
18,jordi alba,DEF,25,26,barcelona,2014,SPA,1653
13,juan mata,DEL,22,7,valencia,2010,SPA,1654
13,juan mata,CEN,26,33,manchester united,2014,SPA,1654
5,juanfran,DEF,29,8,atletico de madrid,2014,SPA,1655
13,kepa arrizabalaga,POR,23,1,athletic club,2018,SPA,1656
8,koke,MED,26,40,atletico de madrid,2018,SPA,1657
17,koke,CEN,22,8,atletico de madrid,2014,SPA,1657
11,lucas vazquez,DEL,26,7,real madrid,2018,SPA,1658
20,marco asensio,MED,22,12,real madrid,2018,SPA,1659
4,nacho fernandez,DEF,28,17,real madrid,2018,SPA,1660
16,nacho monreal,DEF,32,22,arsenal,2018,SPA,1661
18,pedro rodriguez,DEL,22,2,barcelona,2010,SPA,1662
11,pedro rodriguez,DEL,26,40,barcelona,2014,SPA,1662
23,pepe reina,POR,35,36,napoli,2018,SPA,1663
23,pepe reina,POR,27,19,liverpool,2010,SPA,1663
23,pepe reina,POR,31,32,napoli,2014,SPA,1663
2,raul albiol,DEF,24,22,real madrid,2010,SPA,1664
2,raul albiol,DEF,28,46,napoli,2014,SPA,1664
9,rodrigo,DEL,27,6,valencia,2018,SPA,1665
20,santi cazorla,CEN,29,64,arsenal,2014,SPA,1666
7,saul ñiguez,MED,23,10,atletico de madrid,2018,SPA,1667
5,sergio busquets,MED,29,103,barcelona,2018,SPA,1668
16,sergio busquets,MED,21,11,barcelona,2010,SPA,1668
16,sergio busquets,CEN,25,66,barcelona,2014,SPA,1668
15,sergio ramos,DEF,32,152,real madrid,2018,SPA,1669
15,sergio ramos,DEF,24,57,real madrid,2010,SPA,1669
15,sergio ramos,DEF,28,117,real madrid,2014,SPA,1669
10,thiago alcantara,MED,27,29,bayern de munich,2018,SPA,1670
24,vicente del bosque,DT,               ,               ,,2010,SPA,1671
24,vicente del bosque,DT,               ,               ,,2014,SPA,1671
12,victor valdes,POR,28,1,barcelona,2010,SPA,1672
14,xabi alonso,MED,28,66,real madrid,2010,SPA,1673
14,xabi alonso,CEN,32,111,real madrid,2014,SPA,1673
8,xavi hernandez,MED,30,84,barcelona,2010,SPA,1674
8,xavi hernandez,CEN,34,132,barcelona,2014,SPA,1674
22,adem ljajić,MED,26,29,torino,2018,SRB,1675
3,aleksandar kolarov,DEF,24,10,lazio,2010,SRB,1676
11,aleksandar kolarov,DEF,32,76,as roma,2018,SRB,1676
13,aleksandar luković,DEF,27,19,udinese,2010,SRB,1677
9,aleksandar mitrović,DEL,23,37,fulham,2018,SRB,1678
8,aleksandar prijović,DEL,28,9,paok salonica,2018,SRB,1679
7,andrija živković,MED,21,10,benfica,2018,SRB,1680
2,antonio rukavina,DEF,26,19,1860 munich,2010,SRB,1681
2,antonio rukavina,DEF,34,47,villarreal,2018,SRB,1681
23,anđelko đuričić,POR,29,1,união leiria,2010,SRB,1682
12,bojan isailović,POR,30,3,zagłębie lubin,2010,SRB,1683
6,branislav ivanović,DEF,26,29,chelsea,2010,SRB,1684
6,branislav ivanović,DEF,34,103,zenit saint petersburg,2018,SRB,1684
8,danko lazović,DEL,27,34,zenit san petersburgo,2010,SRB,1685
10,dejan stanković,CEN,31,86,inter de milan,2010,SRB,1686
21,dragan mrđa,DEL,26,3,vojvodina,2010,SRB,1687
10,dušan tadić,MED,29,53,southampton,2018,SRB,1688
3,duško tošić,DEF,33,24,beşiktaş,2018,SRB,1689
17,filip kostić,MED,25,23,hamburgo sv,2018,SRB,1690
4,gojko kačar,CEN,23,15,hertha berlin,2010,SRB,1691
16,ivan obradović,DEF,21,10,real zaragoza,2010,SRB,1692
19,luka jović,DEL,20,1,eintracht frankfurt,2018,SRB,1693
4,luka milivojević,MED,27,28,crystal palace,2018,SRB,1694
23,marko dmitrović,POR,26,2,eibar,2018,SRB,1695
16,marko grujić,MED,22,8,cardiff city,2018,SRB,1696
9,marko pantelić,DEL,31,29,ajax de amsterdam,2010,SRB,1697
14,milan jovanović,CEN,29,24,standard de lieja,2010,SRB,1698
14,milan rodić,DEF,27,1,estrella roja de belgrado,2018,SRB,1699
17,miloš krasić,CEN,25,29,cska moscu,2010,SRB,1700
18,miloš ninković,CEN,25,7,dinamo kiev,2010,SRB,1701
13,miloš veljković,DEF,22,2,werder bremen,2018,SRB,1702
24,mladen krstajić,DT,               ,               ,,2018,SRB,1703
21,nemanja matić,MED,29,40,manchester united,2018,SRB,1704
18,nemanja radonjić,DEL,22,3,estrella roja de belgrado,2018,SRB,1705
5,nemanja vidić,DEF,28,44,manchester united,2010,SRB,1706
11,nenad milijaš,CEN,27,15,wolverhampton wanderers,2010,SRB,1707
20,neven subotić,DEF,21,10,borussia dortmund,2010,SRB,1708
15,nikola milenković,DEF,20,3,fiorentina,2018,SRB,1709
15,nikola žigić,DEL,29,42,valencia,2010,SRB,1710
12,predrag rajković,POR,22,8,maccabi tel aviv,2018,SRB,1711
24,radomir antić,DT,               ,               ,,2010,SRB,1712
19,radosav petrović,CEN,21,6,partizan belgrado,2010,SRB,1713
20,sergej milinković-savić,MED,23,4,ss lazio,2018,SRB,1714
5,uroš spajić,DEF,25,5,rsc anderlecht,2018,SRB,1715
1,vladimir stojković,POR,26,30,wigan athletic,2010,SRB,1716
1,vladimir stojković,POR,34,81,partizan de belgrado,2018,SRB,1716
22,zdravko kuzmanović,CEN,22,25,stuttgart,2010,SRB,1717
7,zoran tošić,CEN,23,18,manchester united,2010,SRB,1718
8,albin ekdal,MED,28,34,hamburgo sv,2018,SUE,1719
4,andreas granqvist,DEF,33,72,krasnodar,2018,SUE,1720
10,emil forsberg,MED,26,36,rb leipzig,2018,SUE,1721
16,emil krafth,DEF,23,13,bologna,2018,SUE,1722
14,filip helander,DEF,25,4,bologna,2018,SUE,1723
13,gustav svensson,MED,31,13,seattle sounders,2018,SUE,1724
22,isaac kiese thelin,DEL,25,20,waasland-beveren,2018,SUE,1725
24,janne andersson,DT,               ,               ,,,SUE,1726
21,jimmy durmaz,MED,29,45,toulouse,2018,SUE,1727
11,john guidetti,DEL,26,20,alaves,2018,SUE,1728
12,karl-johan johnsson,POR,28,5,guingamp,2018,SUE,1729
23,kristoffer nordfeldt,POR,28,8,swansea city,2018,SUE,1730
6,ludwig augustinsson,DEF,24,15,werder bremen,2018,SUE,1731
9,marcus berg,DEL,31,57,al-ain,2018,SUE,1732
19,marcus rohden,MED,27,12,crotone,2018,SUE,1733
5,martin olsson,DEF,30,43,swansea city,2018,SUE,1734
2,mikael lustig,DEF,31,66,celtic,2018,SUE,1735
20,ola toivonen,DEL,31,59,toulouse,2018,SUE,1736
15,oscar hiljemark,MED,25,22,genoa,2018,SUE,1737
18,pontus jansson,DEF,27,15,leeds united,2018,SUE,1738
1,robin olsen,POR,28,18,fc copenhague,2018,SUE,1739
7,sebastian larsson,MED,33,100,hull city,2018,SUE,1740
3,victor lindelof,DEF,23,21,manchester united,2018,SUE,1741
17,viktor claesson,MED,26,22,krasnodar,2018,SUE,1742
18,admir mehmedi,DEL,               ,               ,friburgo,2014,SWZ,1743
18,albert bunjaku,DEL,26,               ,fc nuremberg,2010,SWZ,1744
9,alexander frei,DEL,30,73,fc basel,2010,SWZ,1745
6,benjamin huggel,MED,32,36,fc basel,2010,SWZ,1746
10,blaise nkufo,DEL,35,29,twente,2010,SWZ,1747
15,blerim džemaili,MED,32,65,bologna,2018,SWZ,1748
15,blerim džemaili,CEN,               ,               ,napoli,2014,SWZ,1748
7,breel embolo,DEL,21,25,fc schalke 04,2018,SWZ,1749
17,denis zakaria,MED,21,10,borussia monchengladbach,2018,SWZ,1750
1,diego benaglio,POR,26,25,wolfsburgo,2010,SWZ,1751
1,diego benaglio,POR,               ,               ,wolfsburgo,2014,SWZ,1751
19,eren derdiyok,DEL,21,19,bayer leverkusen,2010,SWZ,1752
22,fabian schar,DEF,26,39,deportivo la coruña,2018,SWZ,1753
22,fabian schar,DEF,               ,               ,basilea,2014,SWZ,1753
3,françois moubandje,DEF,27,18,toulouse,2018,SWZ,1754
16,gelson fernandes,MED,23,21,saint-etienne,2010,SWZ,1755
16,gelson fernandes,MED,31,67,eintracht frankfurt,2018,SWZ,1755
16,gelson fernandes,CEN,               ,               ,friburgo,2014,SWZ,1755
8,gokhan inler,MED,25,34,udinese,2010,SWZ,1756
8,gokhan i̇nler,CEN,               ,               ,napoli,2014,SWZ,1757
10,granit xhaka,MED,25,62,arsenal,2018,SWZ,1758
10,granit xhaka,DEL,               ,               ,borussia monchengladbach,2014,SWZ,1758
15,hakan yakın,DEL,33,80,fc luzern,2010,SWZ,1759
9,haris seferović,DEL,26,51,benfica,2018,SWZ,1760
9,haris seferović,DEL,               ,               ,real sociedad,2014,SWZ,1760
20,johan djourou,DEF,31,74,antalyaspor,2018,SWZ,1761
20,johan djourou,DEF,               ,               ,hamburgo,2014,SWZ,1761
21,johnny leoni,POR,25,0,fc zurich,2010,SWZ,1762
19,josip drmić,DEL,25,29,borussia monchengladbach,2018,SWZ,1763
19,josip drmić,DEL,               ,               ,nuremberg,2014,SWZ,1763
3,ludovic magnin,DEF,31,61,fc zurich,2010,SWZ,1764
5,manuel akanji,DEF,22,7,borussia dortmund,2018,SWZ,1765
14,marco padalino,MED,26,7,sampdoria,2010,SWZ,1766
12,marco wolfli,POR,27,4,young boys,2010,SWZ,1767
22,mario eggimann,DEF,29,8,hannover 96,2010,SWZ,1768
18,mario gavranović,DEL,28,14,dinamo zagreb,2018,SWZ,1769
17,mario gavranović,DEL,               ,               ,zurich,2014,SWZ,1769
6,michael lang,DEF,27,24,fc basilea,2018,SWZ,1770
6,michael lang,DEF,               ,               ,grasshopper,2014,SWZ,1770
4,nico elvedi,DEF,21,6,borussia monchengladbach,2018,SWZ,1771
24,ottmar hitzfeld,DT,               ,               ,,,SWZ,1772
4,philippe senderos,DEF,25,38,arsenal,2010,SWZ,1773
4,philippe senderos,DEF,               ,               ,valencia,2014,SWZ,1773
20,pirmin schwegler,MED,23,3,eintracht frankfurt,2010,SWZ,1774
8,remo freuler,MED,26,10,atalanta,2018,SWZ,1775
